verse_number,english_verse,translation_verse
9,and this is the story about him. Noah was the only person who lived right and obeyed God.,"Nowa boso ama ɛhe: Né Nowa te sona bɔ ɔtengyɛ, bɔ ngekalewa biala nne ye bra nu wɔ ye aberɛ so mmenia nu ɔ. Nowa fale ye nwo bɔle Nyameɛ."
10,"He had three sons: Shem, Ham, and Japheth.","Nowa wole mmienzua nza: Sem, Ham yeɛ Yafɛte."
14,Get some good lumber and build a boat. Put rooms in it and cover it with tar inside and out.,"Yiti fa ɛframmire bobɔ ɛlɛen alaka ma wɔ nwo. Kyekyɛ nu ma pumbu mɔ bra nu, na fa ehwaa fa ye kunu ne ye si amu."
22,Noah did everything God told him to do.,Na Nowa yɔle bɔ Nyameɛ hyɛle ye kyɛ ɔyɔ ne amukoraa.
17,I'm going to send a flood that will destroy everything that breathes! Nothing will be left alive.,"Tie, ngɔma nzueyilɛ kɔwa aseɛ so kɔɔsɛkye anwoɔnaen biala bɔ owura ewienu bo bɔ ngoa nwomeɛ wɔ ye nu; na nikyee biala bɔ ɔwɔ aseɛ so kowu."
18,"But I solemnly promise that you, your wife, your sons, and your daughters-in-law will be kept safe in the boat.","Nakoso wɔ de, me ne wɔ yɛkɔyɛ apam. Ɛkɔɔfo ɛlɛen alaka ne anu, wɔ, wɔ mma mmienzua ne, ɛye, yeɛ wɔ mma nemɔ bɛ ye mɔ kɔboka wɔ so."
20,"Take into the boat with you a male and a female of every kind of animal and bird, as well as a male and a female of every reptile. I don't want them to be destroyed.","Nnomaa ahoroɔ, ngaka ahoroɔ, ne ngaka ahoroɔ bɔ bɛkongo ɔ, ebiala kyɛbɔ ye sue si te ɔ, bɛ nu biala nyɔ nyɔ kɔɔboka wɔ so, amaa ɔnate so banya ngoa."
1,"The Lord told Noah: Take your whole family with you into the boat, because you are the only one on this earth who pleases me.","Na AWURADE sele Nowa kyɛ, “Kɔfo ɛlɛen alaka ne anu, ɛne w’awuro ama mukoraa, ofikyɛ, manwu kyɛ wɔ de ɛtengyɛ wɔ me nyunu wɔ sɔ aworɛ ndoatoasoɛ he anu."
2,Take seven pairs of every kind of animal that can be used for sacrifice and one pair of all others.,"Ngaka mukoraa bɔ bɛ nwo te ne, fa nyii ne beleɛ nzoo nzoo; ngaka bɔ bɛ nwo nde ne, fa nyii ne beleɛ nyɔ nyɔ;"
3,Also take seven pairs of every kind of bird with you. Do this so there will always be animals and birds on the earth.,"ewienu nnomaa mɔ koso, fa nyii ne beleɛ nzoo nzoo, amaa bɛ boso annua wɔ aseɛ ye aso amukoraa."
9,He obeyed God and took a male and a female of each kind of animal and bird into the boat with him.,"bɛ nu biala nyii ne beleɛ, bɛ ne Nowa hɔle ɛlɛen alaka ne anu, kyɛbɔ Nyameɛ hyɛle Nowa nen."
10,Seven days later a flood began to cover the earth.,"Na ɛlɛsoo pɛle nu ne, nzue yili fale aseɛ ye."
12,"The water under the earth started gushing out everywhere, the sky opened like windows, and rain poured down for","Na esue tɔle aseɛ so toonn eleburanna, alehyeleɛ ne alesaleɛ."
13,"On that day Noah and his wife went into the boat with their three sons, Shem, Ham, and Japheth, and their wives.","Sɔ kyẽa ne ala, Nowa ne ɔye ne ye mma Sem, Ham, ne Yafɛte, yeɛ ye mma nemɔ aye nza bɔ bɛboka so ne bɛfole ɛlɛen alaka ne."
15,"Noah took a male and a female of every living creature with him,","Kaka biala bɔ nwomeɛ wɔ ye nu ne, nyɔ nyɔ yeɛ bɛ ne Nowa fole ɛlɛen alaka ne ɔ."
16,"just as God had told him to do. And when they were all in the boat, the Lord closed the door.","Kaka biala nyii ne beleɛ fole nu, kyɛbɔ Nyameɛ hyɛle Nowa ne, na afei AWURADE tole Nowa anoa nu."
20,"Finally, the mighty flood was so deep that even the highest mountain peaks were about seven meters below the surface of the water.","Nzue ne yili maa mmokaa nemɔ monone, na ɔtrale bɛ hɔle anwuro agyirɛ buru ne nnu."
21,"Not a bird, animal, reptile, or human was left alive anywhere on earth.","Na abɔdeɛ biala bɔ ɔnate aseɛ ye aso wuli: nnomaa, nyɛmmoa, eburo ngaka, ngaka bɔ bɛtwe bɛ nwo ase amu, kuro sona biala,"
24,"A hundred fifty days later, the water started going down.",Na nzue ne yili wɔ aseɛ so ngyẽa ɛyaa ko ne aburannu.
1,"God did not forget about Noah and the animals with him in the boat. So God made a wind blow, and the water started going down.","Nakoso Nyameɛ lole Nowa ne ngaka ne nyɛmmoa mukoraa bɔ bɛ ne ye wɔ ɛlɛen alaka ne anu. Nyameɛ mane mvrama tu fale aseɛ so, na nzue ne hwene."
2,"God stopped up the places where the water had been gushing out from under the earth. He also closed up the sky, and the rain stopped.","Nyameɛ mane aseɛ bo dɔ nzue ne pɛle, ɔtotole anwuro nzue mboma nemɔ anu, na ɔmane esue ne koso yakyili tɔlɛ."
4,"Then on the seventeenth day of the seventh month of the year, the boat came to rest somewhere in the Ararat mountains.","Na ye bosome nzoo ne anu, ngyẽa bɔ ɔtɔ so buru ne nzoo ne aso, ɛlɛen alaka ne oogyinane Ararate mmokaa ne aso."
5,"The water kept going down, and the mountain tops could be seen on the first day of the tenth month.","Nzue ne hɔle so hwene alaa maa oodwuli bosome buru ne anu. Na kyẽa bɔ oli moa wɔ bosome buru ne anu nen, mmokaa nemɔ ti tetɛle berɛ."
7,"Forty days later Noah opened a window to send out a raven, but it kept flying around until the water had dried up.",na ɔsomane adene; na adene ne oohyinihyini toonn maa oodwuli kyɛ nzue ne wewele wɔ aseɛ so ɔ.
8,"Noah wanted to find out if the water had gone down, so he sent out a dove.",Afei ɔsomane abubure kyɛ ɔɔnea sɛ nzue bɔ ɔwɔ aseɛ so ne ahwe a;
9,"Deep water was still everywhere, and when the dove could not find a place to land, it flew back to the boat. Then Noah held out his hand and helped it back in.","nakoso abubure ne annya neka fee wandena, yiti osa wale Nowa berɛ wɔ ɛlɛen alaka ne anu, ofikyɛ né nzue ne afa aseɛ so amukoraa. Yiti Nowa tengyɛle ye sa sɔle ye nu, na ɔfale ye wale ye nwo berɛ wɔ ɛlɛen alaka ne anu."
10,Seven days later Noah sent the dove out again.,"Nowa nwondɛle ɛlɛsoo bieku, na ɔsomane abubure ne fili ɛlɛen alaka ne anu."
11,"It returned in the evening, holding in its beak a green leaf from an olive tree. Noah knew the water was finally going down.","Abubure ne sá wale ye berɛ nɔsoa, na edwirɛ nwanwa, né olive nyaa monɛ tua ye noa, na ɛhe mane Nowa nwuni kyɛ nzue ne awewe wɔ aseɛ so."
12,"He waited seven more days before sending the dove out again, and this time it did not return.","Nowa nwondɛle ngyẽa ɛlɛsoo bieku, na osa somane abubure ne, nakoso abubure ne anza amma ye nwo berɛ ko."
14,"By the twenty-seventh day of the second month, the earth was completely dry.","Kyẽa bɔ ɔtɔ so buru ne nzoo wɔ bosome bɔ ɔtɔ so nyɔ ne anu, né aseɛnwo awo wosee."
15,"God said to Noah,","Na afei Nyameɛ sele Nowa kyɛ,"
16,"“You, your wife, your sons, and your daughters-in-law may now leave the boat.","“Fi ɛlɛen alaka ne anu dwu ase, wɔ, ɛye, wɔ mma mɔ ne bɛ ye mɔ."
18,"After Noah and his family had left the boat,","Yiti Nowa ne ɔye, ye mma mɔ ne bɛ ye mɔ befili ɛlɛen ne anu bedwuli ase."
20,Noah built an altar where he could offer sacrifices to the Lord. Then he offered on the altar one of each kind of animal and bird that could be used for a sacrifice.,"Nowa sili afɔleɛ bokyea mane AWURADE; na kaka biala bɔ ye nwo te, ɔne anomaa biala bɔ ye nwo te ne, ɔfale nu bie bɔle naen yeralɛ afɔleɛ wɔ bokyea ne aso."
21,"The smell of the burning offering pleased the Lord, and he said: Never again will I punish the earth for the sinful things its people do. All of them have evil thoughts from the time they are young, but I will never destroy everything that breathes, as I did this time.","Na AWURADE tele afɔleɛ ne fona nen, ɔhane ye ye ti anu kyɛ, “Ɔnate kuro sona ti mengɔnoma aseɛ ko, ofikyɛ sona ti anu nzusuleɛ te bɔne fite ye ngwadaa nu; na sɔ ala yeɛ mengɔsɛkye abɔdeɛ biala ko kyɛbɔ mayɔ ye ɔ.”"
22,"As long as the earth remains, there will be planting and harvest, cold and heat; winter and summer, day and night.","Na mmerɛ biala bɔ aseɛ tɛ wɔ berɛ ye de, mmakaammaa lualɛ ne ye bulɛ, ɛyerɛ ne ahuhuro, asuso ne wawa, alehyeleɛ ne alesaleɛ ngɔyakyi le.”"
1,"God said to Noah and his sons: I am giving you my blessing. Have a lot of children and grandchildren, so people will live everywhere on this earth.","Afei Nyameɛ yirale Nowa ne ye mma mɔ, na osele bɛ kyɛ, “Ɛ́mɔwo ná ɛ́mɔta pee, ná ɛ́mɔyi aseɛ so tɛkyɛ."
3,"and I have given them to you for food. From now on, you may eat them, as well as the green plants that you have always eaten.","Nikyee biala bɔ nwomeɛ wɔ ye nu ne, ɔkɔyɛ ɛmɔ aleɛ. Na kyɛbɔ mvale nyaanyaa monɛ mane ɛmɔ ne, sɔ ala yeɛ méfa nikyee biala méma ɛmɔ ɔ."
4,"But life is in the blood, and you must not eat any meat that still has blood in it.","Nakoso naen bɔ ye ngoa, bɔ ɔte ye mogya tɛ wɔ ye nu de, nnɛma ɛmɔdi."
6,"I created humans to be like me, and I will punish any animal or person that takes a human life. If an animal kills someone, that animal must die. And if a person takes the life of another, that person must be put to death.","Sona biala bɔ ɔkɔha obiɛngo mogya kogua ne, ye wora sona yeɛ ɔkɔha ye mogya kogua ɔ, ofikyɛ Nyameɛ sɛso yeɛ ɔyɔle sona ɔ."
7,"I want you and your descendants to have many children, so people will live everywhere on earth.","Nakoso ɛmɔ de, ɛ́mɔwo ná ɛ́mɔta, ná ɛ́mɔsone pee wɔ aseɛ so.”"
8,"Again, God said to Noah and his sons:","Afei Nyameɛ sele Nowa ne ye mma bɔ bɛboka ye so ne kyɛ,"
9,I am going to make a solemn promise to you and to everyone who will live after you.,"“Nea, me ne ɛmɔ ne kyẽa bie ɛmɔ boso ama yɛ́yɛ m’apam;"
11,I promise every living creature that the earth and those living on it will never again be destroyed by a flood.,"M’apam he yeɛ me ne ɛmɔ yɛ́yɛ ɔ, kyɛ ofi ɛnɛ bɔ ɔkɔ ɔ, mengɔfa nzueyilɛ ngɔsɛkye abɔdeɛ mukoraa ko, na mengɔfa nzueyilɛ ngɔsɛkye aseɛ ko.”"
13,The rainbow that I have put in the sky will be my sign to you and to every living creature on earth. It will remind you that I will keep this promise forever.,"Mafa me nyangondoen mabea munungum nu, na ɔkɔyɛ apam bɔ me ne aseɛ yayɛ ne nwo sɛngyerɛnneɛ."
14,"When I send clouds over the earth, and a rainbow appears in the sky,","Na sɛ esue muna wɔ aseɛ so na nyangondoen to wɔ munungum ne anu a,"
15,I will remember my promise to you and to all other living creatures. Never again will I let floodwaters destroy all life.,ngɔkaye m’apam bɔ me ne ɛmɔ ne abɔdeɛ teasefoɛ mukoraa yayɛ ne. Na nzue ne ngɔkakyi nzueyilɛ ngɔsɛkye abɔdeɛ mukoraa ko.
16,"When I see the rainbow in the sky, I will always remember the promise that I have made to every living creature.","Na sɛ nyangondoen ne to wɔ munungum ne anu a, ngɔnea na makaye apam afebɔɔ bɔ ɔwɔ Nyameɛ ne abɔdeɛ teasefoɛ mukoraa b’afia ne.”"
17,The rainbow will be the sign of that solemn promise. Noah and His Family,"Na Nyameɛ sele Nowa kyɛ, “Apam bɔ mayɛ mato berɛ mama me ne abɔdeɛ mukoraa bɔ bɛwɔ aseɛ so ne, ye nwo sɛngyerɛnneɛ ɛne.” Nowa boso ama"
18,"Noah and his sons, Shem, Ham, and Japheth, left the boat. Ham later had a son named Canaan.","Nowa mma mmienzua bɔ befili ɛlɛen alaka ne anu bedwuli ase ne, bɛ ole Sem, Ham ne Yafɛte. Né Ham te Kanaan baba."
19,All people on earth are descendants of Noah's three sons.,"Né sɔ mmenia nza hemɔ te Nowa mma, na bɛ yeɛ besuli aseɛ so mmenia mukoraati ɔ."
20,Noah farmed the land and was the first to plant a vineyard.,"Nowa yeɛ ɔbɔle kuayɔlɛ bo ɔ, na ɔyɛle bobe boo."
21,One day he got drunk and was lying naked in his tent.,"Ɔnone bobe nzaa ne bie, ɔbole, na ɔlale ye ɛtena sua nu bɔ né ye nwo la so ɔ."
22,"Ham entered the tent and saw him naked, then went back outside and told his brothers.","Kanaan baba Ham nwuni kyɛ ɔse Nowa nwo la so, na ofitele ɔɔbɔle oliɛma nyɔ nemɔ amaneɛ."
23,"Shem and Japheth put a robe over their shoulders and walked backwards into the tent. Without looking at their father, they placed it over his body.","Na Sem ne Yafɛte fale ɛtena beguale bɛ bati so, na bele bɛ si bɛhɔle toonn bɛɛfa bɛkatale bɛ se anwo. Bɛyele bɛ nye bɛtole eburo, na bannwu bɛ se nwo bɔ né ɔla so ne."
24,"When Noah sobered up and learned what his youngest son had done,","Nzaa ne tetele Nowa nye so, ná ɔtele bɔ ɔwa kãa paa ne afa ayɛ ye nen,"
25,"he said, “I now put a curse on Canaan! He will be the lowest slave of his brothers.","ɔhane kyɛ, “Musue to Kanaan! Ɔkɔyɛ kanga nu kanga kɔma oliɛma mɔ.”"
26,I ask the Lord my God to bless Shem and make Canaan his slave.,"Na osa hane kyɛ, “AWURADE me Nyameɛ óyira Sem. Kanaan kɔyɛ Sem kanganiɛ!"
27,I pray God will give Japheth more and more land and let him take over the territory of Shem. May Canaan be his slave.”,"Nyameɛ ɔ́ma Yafɛte boso ɔ́trɛ, ɔ́ma ɔtena Sem ɛtena sua nu, ná ɔma Kanaan ɔyɛ Yafɛte kanganiɛ.”"
29,and died at the age of,"Nowa afoɛ mukoraa bɔ olili te ɛyaa ngona ne aburannu, na owuli."
1,"After the flood Shem, Ham, and Japheth had many descendants. The Descendants of Japheth","Nowa mma mmienzua Sem, Ham ne Yafɛte bɛ boso ama ɛhe: Nzueyilɛ ne asi ne, bɛwole mmaa."
5,"Japheth's descendants had their own languages, tribes, and land. They were Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras. Gomer was the ancestor of Ashkenaz, Riphath, and Togarmah. Javan was the ancestor of Elishah, Tarshish, Kittim, and Dodanim, who settled along the coast. The Descendants of Ham","Bɛ boso ama ole mmenia bɔ bato bapete mboanoa aseɛ so ne. Yafɛte mma mɔ bɔ bɛwɔ b’aseɛ so ɛhe: asora fekue biala ne ye dwudwolɛ, ye abusua ne ye maen."
32,This completes the list of Noah's descendants. After the flood their descendants became nations and spread all over the world.,"Nowa mma nemɔ b’abusua, kyɛbɔ b’aworɛ ndoatoasoɛ te wɔ bɛ maen nu ɛhe. Na ofi bɛ nu yeɛ nzueyilɛ ne asi ne maen maen fifili na bɛto bɛpetene aseɛ so ɔ."
2,"but after some of them moved from the east and settled in Babylonia,","Mmerɛ bɔ mmenia tu fili eyia afiteleɛ nen, benwuni aseɛ frɛtɛɛ bie wɔ Sinari aseɛ so, na bɛtenane berɛ."
4,"they said: Let's build a city with a tower that reaches to the sky! We'll use hard bricks and tar instead of stone and mortar. We'll become famous, and we won't be scattered all over the world.","Afei besele kyɛ, “Biamɔ, ɛ́mɔma yɛkyekye yɛ kuro, ná yɛsi abandenden bɔ odwu nyameɛso yɛsie so, ná yɛfa yɛle dumaa, amaa yammɔ aya wɔ aseɛ ye aso amukoraa.”"
5,"But when the Lord came down to look at the city and the tower,",AWURADE dwu wale ase ɔɔneane kuro ne abandenden bɔ né mmenia mmaa bési ne.
6,he said: These people are working together because they all speak the same language. This is just the beginning. Soon they will be able to do anything they want.,"Na AWURADE sele kyɛ, “Bɛte mmenia komapɛ, na bɛ mukoraa bɛka edwudwolɛ ko. Ɔ́hyɛ ye bo ye po yeɛ bɛ́yɔ sɔaa ye. Nzaade bɔ bekosusu kyɛ bɛkɔyɔ biala ne, nikye fee ngosi bɛ ate."
7,"Let's go down and confuse them! We'll make them speak different languages, and they won't be able to understand each other.","Ɛmɔbra, ɛ́mɔma yɛdwu yɛhɔ ase, ná yɛkakyi bɛ dwudwolɛ ne ma ɔyɛ nwunyaenn, amaa bɛ nu biala ande obiɛngo dwudwolɛ bo ko.”"
9,"So the people had to stop building the city, because the Lord confused their language and scattered them all over the earth. That's how the city of Babel got its name. The Descendants of Shem","Ɛhe ati yeɛ ɔmaa bɛfrɛ berɛ Babɛl, ofikyɛ AWURADE mane aseɛ so amukoraa dwudwolɛ yɛle nwunyaenn. Na ofi sɔ mmerɛ ne, AWURADE maa bɛbɔle aya wɔ aseɛ ye aso amukoraa. Sem boso ama ("
23,Serug had more children and died at the age of,"Na Seruge wole Nahɔ nen, ye si ye olili afoɛ ɛyaa nyɔ, na ɔwole mmaa mmienzua ne mmrasua mɔ koso."
31,"Terah decided to move from Ur to the land of Canaan. He took along Abram and Sarai and his grandson Lot, the son of Haran. But when they came to the city of Haran, they settled there instead.","Tera fale ɔwa Abram, ye anomaa Lɔto bɔ ɔte Haran awa ne, ye sia Sarae bɔ ɔte ɔwa Abram aye ne, na ɔne bɛ betu befili Yure bɔ ɔwɔ Kaldea kyɛ bɛ́kɔ Kanaan aseɛ so. Nakoso bedwuli Haran nen, bɛtenane berɛ."
1,"The Lord said to Abram: Leave your country, your family, and your relatives and go to the land that I will show you.","Na AWURADE sele Abram kyɛ, “Tu fi wɔ maen nu, w’abusuafoɛ nu, ɔne ɛse awuro, ná kɔ aseɛ bɔ mebaahyire wɔ ne aso."
2,I will bless you and make your descendants into a great nation. You will become famous and be a blessing to others.,"Ngɔmaa ɛkɔyɛ maen pirikua, ngoyira wɔ, ná mama wɔ dumaa ahɔ anwuro, amaa ɔnate so ayɛ saleɛ."
3,"I will bless those who bless you, but I will put a curse on anyone who puts a curse on you. Everyone on earth will be blessed because of you.","Ngoyira bɛ bɔ beyira wɔ, na ebiala bɔ ɔnoma wɔ ne, me koso ngɔnoma ye; na ɔnate wɔ so yeɛ aseɛ so mmusua amukoraa bekonya saleɛ ɔ.”"
6,"Abram went as far as the sacred tree of Moreh in a place called Shechem. The Canaanites were still living in the land at that time,","Abram pɛle nu wɔ aseɛ ne aso, na oodwuli More eluii bakaa bɔ ɔwɔ Sɛkem ne anwo. Sɔ mmerɛ ne, né Kanaanfoɛ wɔ aseɛ ne aso."
7,"but the Lord appeared to Abram and promised, “I will give this land to your family forever.” Abram then built an altar there for the Lord.","Na AWURADE yele ye nwo ali hyirele Abram, na osele kyɛ, “Wɔ bosofoɛ yeɛ ngɔfa sɔ aseɛ he ngɔma bɛ ɔ.” Yiti Abram sili afɔleɛ bokyea berɛ mane AWURADE bɔ ɔyele ye nwo ali hyirele ye ne."
8,"Abram traveled to the hill country east of Bethel and camped between Bethel and Ai, where he built another altar and worshiped the Lord.","Afei otu fili berɛ hɔle mmokaa aseɛ bɔ ɔwɔ Betel eyia afiteleɛ ne aso dɔ, na osili ye ɛtena sua wɔ berɛ; bɔ né Betel wɔ ye eyia atɔleɛ, yeɛ Aye koso wɔ ye eyia afiteleɛ. Osili afɔleɛ bokyea berɛ mane AWURADE, na ɔsɔnene AWURADE."
9,"Later, Abram started out toward the Southern Desert. Abram in Egypt",Abram toale ye ateetulɛ ne aso fale ye nye hyirele ngwaen dɔ aseɛ ne. Abram wɔ Misraim
11,"The crops failed, and there was no food anywhere in Canaan. So Abram and his wife Sarai went to live in Egypt for a while. But just before they got there, Abram said, “Sarai, you are really beautiful!","Na ɔka kãa maa odwu Misraim nen, osele ɔye Sarae kyɛ, “Mese kyɛ ɛte brasua bɔ wɔ nwo yɛ nyemene ɔ;"
